Total Word Count - Unique Word Count : (184384, 49)
limited : (19, 'vbd')
stay : (19, 'vb-tl')
daily : (19, 'jj-tl')
possibility : (19, 'nn')
rate : (19, 'vb')
developed : (19, 'vbd')
expect : (19, 'vb')
concern : (19, 'vb')
placed : (19, 'vbd')
vice : (19, 'rb')
minor : (19, 'np')
value : (19, 'nn-hl')
100 : (19, 'cd')
gone : (19, 'vbn-tl')
income : (19, 'nn')
experience : (19, 'nn')
jim : (19, 'np')
division : (19, 'nn-tl')
october : (19, 'np')
famous : (19, 'jj')
square : (19, 'nn-hl')
include : (19, 'vb')
headed : (19, 'vbd')
loss : (19, 'nn')
wide : (19, 'ql')
churches : (19, 'nns-tl')
bomb : (19, 'nn')
front : (19, 'jj')
proved : (19, 'vbn')
coach : (19, 'nn-hl')
excellent : (19, 'jj')
lake : (19, 'nn')
marriage : (19, 'nn-hl')
fallout : (19, 'nn-hl')
rest : (19, 'nn-hl')
black : (19, 'nn')
concerts : (19, 'fw-nns-tl')
struck : (19, 'vbn')
river : (19, 'nn-tl-hl')
story : (19, 'nn-tl')
date : (18, 'vb')
none : (18, 'pn')
available : (18, 'jj')
previous : (18, 'jj')
jan. : (18, 'np-hl')
legislation : (18, 'nn-tl')
13 : (18, 'cd')
speaker : (18, 'nn-tl')
increased : (18, 'vbd')
event : (18, 'nn')
hot : (18, 'jj-tl')
principal : (18, 'nn')
violence : (18, 'nn-tl')
approval : (18, 'nn')
questions : (18, 'vbz-hl')
opposition : (18, 'nn-hl')
economy : (18, 'nn')
i'm : (18, 'ppss+bem')
cities : (18, 'nns')
passing : (18, 'nn')
subject : (18, 'nn')
50 : (18, 'cd')
alone : (18, 'jj-tl')
dollar : (18, 'nn')
immediate : (18, 'jj')
nature : (18, 'nn-hl')
step : (18, 'nn-hl')
concerned : (18, 'vbd')
danger : (18, 'nn-hl')
conditions : (18, 'nns')
mary : (18, 'np')
60 : (18, 'cd-tl')
meaning : (18, 'nn-hl')
included : (18, 'vbn')
remains : (18, 'vbz-hl')
issues : (18, 'nns')
stands : (18, 'vbz-hl')
truth : (18, 'nn')
lives : (18, 'vbz-hl')
space : (18, 'nn-tl')
remember : (18, 'vb')
wagner : (18, 'np-tl')
opportunity : (18, 'nn')
key : (18, 'np')
successful : (18, 'jj-tl')
decision : (18, 'nn')
round : (18, 'rb')
a.m. : (18, 'rb')
double : (18, 'vb')
hole : (18, 'np')
ten : (18, 'cd-tl')
that's : (18, 'wps+bez')
golf : (18, 'nn-tl')
tv : (18, 'nn-hl')
california : (18, 'np-tl')
festival : (18, 'nn')
tradition : (18, 'nn')
throughout : (18, 'in')
paintings : (18, 'nns')
machinery : (18, 'nn')
kowalski : (18, 'np')
troops : (18, 'nns')
strike : (18, 'vb')
gin : (18, 'nn-tl')
atlanta : (17, 'np-tl')
reports : (17, 'vbz')
proposed : (17, 'vbn-hl')
elected : (17, 'vbn-hl')
prices : (17, 'nns')
brief : (17, 'nn')
bond : (17, 'np-tl')
provided : (17, 'vbd')
telephone : (17, 'nn-tl')
price : (17, 'nn-tl')
hearing : (17, 'nn-hl')
17 : (17, 'cd-tl')
books : (17, 'nns-hl')
companies : (17, 'nns')
year's : (17, 'nn$-tl')
red : (17, 'nn-tl')
coast : (17, 'nn-tl-hl')
plus : (17, 'rb-tl')
knew : (17, 'vbd')
honor : (17, 'vb-hl')
returned : (17, 'vbn')
nov. : (17, 'np')
hill : (17, 'np')
starting : (17, 'vbg')
wish : (17, 'nn')
nation's : (17, 'nn$-tl')
based : (17, 'vbd')
speed : (17, 'np')
attempt : (17, 'vb')
basic : (17, 'jj')
allied : (17, 'vbn')
mind : (17, 'vb')
boston : (17, 'np-hl')
section : (17, 'nn-tl')
views : (17, 'nns-hl')
wrote : (17, 'vbd')
officers : (17, 'nns')
traffic : (17, 'nn-tl')
heavy : (17, 'jj-tl')
looks : (17, 'nns')
understand : (17, 'vb')
ahead : (17, 'rb-hl')
stop : (17, 'nn')
june : (17, 'np-hl')
beyond : (17, 'in-tl')
beach : (17, 'nn')
orleans : (17, 'np')
impressive : (17, 'jj-hl')
interesting : (17, 'jj')
won't : (17, 'md*')
figure : (17, 'nn-tl')
created : (17, 'vbd')
born : (17, 'vbn-tl')
illinois : (17, 'np-tl')
fashion : (17, 'nn-hl')
robinson : (17, 'np-hl')
condition : (17, 'nn-hl')
lot : (17, 'ql')
easily : (17, 'rb')
knows : (17, 'vbz')
therefore : (17, 'rb')
isn't : (17, 'bez*')
dancers : (17, 'nns-tl')
bombs : (17, 'nns')
wants : (17, 'vbz')
simple : (17, 'jj')
effects : (17, 'nns-hl')
shows : (17, 'vbz-hl')
piece : (17, 'nn')
character : (17, 'nn')
gallery : (17, 'nn-tl')
follow : (16, 'vb')
counties : (16, 'nns-tl')
williams : (16, 'np')
agreed : (16, 'vbd')
crowd : (16, 'nn')
unit : (16, 'nn-tl')
assistant : (16, 'jj-tl')
starts : (16, 'nns')
rural : (16, 'jj-tl-hl')
begin : (16, 'vb')
offer : (16, 'nn')
bank : (16, 'nn-tl')
firms : (16, 'nns')
millions : (16, 'nns')
houston : (16, 'np')
required : (16, 'vbd')
immediately : (16, 'rb')
relatively : (16, 'rb')
grant : (16, 'vb-hl')
acting : (16, 'vbg-hl')
raised : (16, 'vbn-hl')
build : (16, 'vb')
modest : (16, 'jj-hl')
knowledge : (16, 'nn')
greatest : (16, 'jjt')
prevent : (16, 'vb')
hopes : (16, 'nns-hl')
cuba : (16, 'np-hl')
reply : (16, 'nn-hl')
responsible : (16, 'jj')
clearly : (16, 'rb')
negotiations : (16, 'nns')
southeast : (16, 'jj-tl-hl')
else : (16, 'rb')
opinion : (16, 'nn')
financial : (16, 'jj')
variety : (16, 'nn-tl')
walter : (16, 'np')
dead : (16, 'jj-tl')
beginning : (16, 'vbg')
contract : (16, 'vb')
garden : (16, 'nn')
gives : (16, 'vbz')
miami : (16, 'np-hl')
hits : (16, 'vbz-hl')
fourth : (16, 'od-tl')
fast : (16, 'rb-hl')
pretty : (16, 'ql')
gets : (16, 'vbz-hl')
finished : (16, 'vbd')
particular : (16, 'jj')
performances : (16, 'nns')
don : (16, 'nn')
19 : (16, 'cd-tl')
tournament : (16, 'nn-tl')
respect : (16, 'vb')
tour : (16, 'nn')
written : (16, 'vbn')
comfort : (16, 'nn')
ring : (16, 'nn-tl-hl')
died : (16, 'vbn')
faculty : (16, 'nn')
blues : (16, 'nns')
newport : (16, 'np-tl')
weapons : (16, 'nns')
france : (16, 'np')
symphony : (16, 'nn')
library : (16, 'nn-tl')
language : (16, 'nn')
attitude : (16, 'nn-hl')
chinese : (16, 'np')
conducted : (15, 'vbd')
policies : (15, 'nns-hl')
title : (15, 'nn')
realize : (15, 'vb')
fees : (15, 'nns-hl')
employes : (15, 'nns')
goes : (15, 'vbz')
largest : (15, 'jjt')
ones : (15, 'nns')
ordinary : (15, 'nn')
austin : (15, 'np-hl')
produce : (15, 'nn')
fiscal : (15, 'jj')
joe : (15, 'np')
methods : (15, 'nns')
master : (15, 'vb')
admitted : (15, 'vbn')
200 : (15, 'cd')
reading : (15, 'np')
caused : (15, 'vbd')
facilities : (15, 'nns')
rayburn : (15, 'np')
allies : (15, 'nns-hl')
somewhat : (15, 'rb')
atomic : (15, 'jj-tl')
balance : (15, 'vb')
mood : (15, 'nn-tl')
learn : (15, 'vb-tl')
achievement : (15, 'nn-tl')
viet : (15, 'np-hl')
castro : (15, 'np-tl')
youth : (15, 'nn-tl')
status : (15, 'nn')
frequently : (15, 'rb')
sold : (15, 'vbd')
commissioner : (15, 'nn-tl-hl')
reasons : (15, 'nns')
n. : (15, 'np-hl')
task : (15, 'nn-hl')
leave : (15, 'vb')
hero : (15, 'np')
dog : (15, 'nn')
owners : (15, 'nns-hl')
driving : (15, 'nn')
kansas : (15, 'np-tl')
rev. : (15, 'np')
jesus : (15, 'np')
winning : (15, 'vbg')
beat : (15, 'nn-tl-hl')
fresh : (15, 'jj-tl')
king : (15, 'np')
woman : (15, 'nn')
cotton : (15, 'np')
practice : (15, 'nn')
giving : (15, 'vbg')
obvious : (15, 'jj')
solid : (15, 'jj-hl')
suddenly : (15, 'rb')
class : (15, 'nn-tl')
bus : (15, 'nn')
streets : (15, 'nns-tl')
beauty : (15, 'nn-hl')
exactly : (15, 'ql')
vienna : (15, 'np-hl')
august : (15, 'jj')
moral : (15, 'jj-tl')
growing : (15, 'vbg')
comedy : (15, 'nn')
piano : (15, 'nn-tl')
universe : (15, 'nn')
fulton : (14, 'np')
produced : (14, 'vbn')
charged : (14, 'vbn-hl')
voters : (14, 'nns-tl')
believes : (14, 'vbz')
reduce : (14, 'vb')
personnel : (14, 'nns')
urged : (14, 'vbn-hl')
taxpayers : (14, 'nns')
serve : (14, 'vb')
establishment : (14, 'nn')
married : (14, 'vbd-tl')
listed : (14, 'vbn')
sign : (14, 'nn')
highway : (14, 'nn-tl')
learned : (14, 'vbd')
technical : (14, 'jj')
commerce : (14, 'nn')
congressional : (14, 'jj-tl')
harry : (14, 'np')
davis : (14, 'np-tl')
armed : (14, 'vbn-tl')
carry : (14, 'vb')
howard : (14, 'np-tl')
suggested : (14, 'jj')
legislative : (14, 'jj-tl')
proposals : (14, 'nns')
benefit : (14, 'vb')
teaching : (14, 'vbg-hl')
range : (14, 'nn-hl')
volume : (14, 'nn-tl')
highly : (14, 'ql')
mean : (14, 'nn')
address : (14, 'nn')
thru : (14, 'in')
rights : (14, 'nns-tl')
faced : (14, 'vbd-hl')
payroll : (14, 'nn')
base : (14, 'nn')
patient : (14, 'jj')
president's : (14, 'nn$')
direct : (14, 'vb')
africa : (14, 'np-hl')
walk : (14, 'nn')
track : (14, 'nn-hl')
dean : (14, 'nn-tl')
speech : (14, 'nn')
tremendous : (14, 'jj')
diplomatic : (14, 'jj')
prepared : (14, 'vbd')
fighting : (14, 'nn')
consider : (14, 'vb')
september : (14, 'np')
thousands : (14, 'nns')
jersey : (14, 'nn-tl')
saying : (14, 'vbg')
bad : (14, 'jj-hl')
representative : (14, 'nn-tl')
acres : (14, 'nns-tl')
thompson : (14, 'np')
discussion : (14, 'nn')
struggle : (14, 'vb')
influence : (14, 'nn-hl')
secret : (14, 'jj')
conspiracy : (14, 'nn')
completed : (14, 'vbd')
minister : (14, 'nn-tl')
begins : (14, 'vbz')
records : (14, 'nns-hl')
largely : (14, 'ql')
equally : (14, 'ql')
remained : (14, 'vbn')
charges : (14, 'nns-hl')
morning : (14, 'nn')
warren : (14, 'np-tl')
ap : (14, 'np')
emergency : (14, 'nn-tl')
fear : (14, 'vb-hl')
mark : (14, 'vb')
reception : (14, 'nn')
dec. : (14, 'np')
ability : (14, 'nn')
deep : (14, 'nn-tl')
ohio : (14, 'np-hl')
26 : (14, 'cd-hl')
trip : (14, 'nn')
pittsburgh : (14, 'np-tl')
arnold : (14, 'np')
broadway : (14, 'np-tl')
brother : (14, 'nn-tl')
instance : (14, 'nn')
italian : (14, 'jj-tl')
europe : (14, 'np-tl')
costumes : (14, 'nns')
stein : (14, 'nn')
lovely : (14, 'jj')
shop : (14, 'vb')
levels : (14, 'nns')
lady : (14, 'np')
slim : (14, 'jj')
longer : (14, 'jjr')
driven : (14, 'vbn')
quality : (14, 'nn')
secrets : (14, 'nns')
greatly : (14, 'rb')
reach : (14, 'nn')
emory : (14, 'np')
institutions : (14, 'nns')
radiation : (14, 'nn')
lower : (14, 'jjr-hl')
fairly : (14, 'ql')
drama : (14, 'nn')
pieces : (14, 'nns')
numbers : (14, 'vbz')
hollywood : (14, 'np-hl')
testing : (14, 'vbg')
facts : (14, 'nns')
congo : (14, 'np-tl')
editorial : (14, 'jj')
cannery : (14, 'nn')
comedie : (14, 'fw-nn')
sang : (14, 'vbd')
studied : (13, 'vbn-hl')
failure : (13, 'nn')
burden : (13, 'nn')
appointment : (13, 'nn')
weekend : (13, 'nn')
gop : (13, 'nn-hl')
names : (13, 'nns')
source : (13, 'nn')
issued : (13, 'vbd')
rep. : (13, 'nn-tl')
trouble : (13, 'nn')
revenue : (13, 'nn-hl')
estimate : (13, 'vb')
lawrence : (13, 'np-tl')
confidence : (13, 'nn-hl')
sponsor : (13, 'vb')
introduced : (13, 'vbn')
taxes : (13, 'nns')
gas : (13, 'vb')
justice : (13, 'nn-tl')
affairs : (13, 'nns-tl')
statements : (13, 'nns')
joined : (13, 'vbn')
named : (13, 'vbd')
parents : (13, 'nns')
conflict : (13, 'nn-hl')
writing : (13, 'nn')
decisions : (13, 'nns-hl')
demands : (13, 'vbz')
sitting : (13, 'vbg')
grants : (13, 'nns')
figures : (13, 'vbz')
contributions : (13, 'nns-hl')
presidential : (13, 'jj')
prove : (13, 'vb')
treated : (13, 'vbd')
maintenance : (13, 'nn-tl')
geneva : (13, 'np-hl')
ground : (13, 'nn')
setting : (13, 'nn')
neutral : (13, 'jj-hl')
morton : (13, 'np')
salary : (13, 'nn-hl')
grounds : (13, 'nns-tl')
parties : (13, 'nns')
luncheon : (13, 'nn')
type : (13, 'nn')
retired : (13, 'vbd')
explained : (13, 'vbn')
sell : (13, 'nn')
plant : (13, 'nn-tl')
transportation : (13, 'nn-tl')
twice : (13, 'rb')
desire : (13, 'vb')
chosen : (13, 'vbn')
announcement : (13, 'nn')
results : (13, 'nns-hl')
filled : (13, 'vbn')
you're : (13, 'ppss+ber-tl')
honored : (13, 'vbd')
t. : (13, 'np')
families : (13, 'nns')
colleges : (13, 'nns')
quick : (13, 'rb-hl')
middle : (13, 'jj-hl')
latter : (13, 'ap')
joint : (13, 'jj-tl')
artist : (13, 'nn-hl')
40 : (13, 'cd-tl')
indeed : (13, 'ql')
defeat : (13, 'nn-tl')
expansion : (13, 'nn')
lee : (13, 'np-hl')
ran : (13, 'vbd')
delegates : (13, 'nns-tl')
verdict : (13, 'nn')
exhibition : (13, 'nn')
players : (13, 'nns-tl')
pitching : (13, 'nn')
broke : (13, 'vbd')
knee : (13, 'nn')
lay : (13, 'np')
treatment : (13, 'nn-hl')
sports : (13, 'nns-tl')
standard : (13, 'nn')
conductor : (13, 'nn-tl')
johnny : (13, 'np')
prize : (13, 'nn-tl')
happened : (13, 'vbn')
humor : (13, 'nn')
spread : (13, 'vbd')
wonderful : (13, 'jj')
employees : (13, 'nns')
operations : (13, 'nns-tl')
arrested : (13, 'vbd')
highest : (13, 'rbt')
investment : (13, 'nn-hl')
today's : (13, 'nr$-tl')
exchange : (13, 'vb')
entitled : (13, 'vbd')
lively : (13, 'rb')
rich : (13, 'jj')
sir : (13, 'nn')
principle : (13, 'nn-tl')
cause : (13, 'vb')
article : (13, 'nn-tl')
u.n. : (13, 'np-hl')
dominican : (13, 'np-tl')
katanga : (13, 'np-hl')
autistic : (13, 'jj')
inquirer : (13, 'np-hl')
sloan : (13, 'np-tl')
legislators : (12, 'nns-hl')
homes : (12, 'nns')
prison : (12, 'nn-tl')
attended : (12, 'vbn')
voted : (12, 'vbn')
traditional : (12, 'jj')
mention : (12, 'nn')
bonds : (12, 'nns-hl')
expense : (12, 'nn')
aside : (12, 'rb')
amendment : (12, 'nn')
sessions : (12, 'nns')
veteran : (12, 'jj')
teacher : (12, 'nn')
lawyer : (12, 'nn')
gift : (12, 'nn-tl')
adopted : (12, 'vbn-hl')
paris : (12, 'np-tl')
estate : (12, 'nn')
places : (12, 'nns-hl')
poor : (12, 'jj-tl')
normal : (12, 'jj')
degree : (12, 'nn')
holds : (12, 'vbz-hl')
rhode : (12, 'np-tl')
institute : (12, 'vb')
request : (12, 'vb')
70 : (12, 'cd')
sufficient : (12, 'jj')
moreover : (12, 'rb')
tonight : (12, 'nr')
understanding : (12, 'vbg')
route : (12, 'nn-tl')
powers : (12, 'vbz')
add : (12, 'vb')
various : (12, 'jj')
inside : (12, 'nn')
moves : (12, 'nns')
nam : (12, 'np-hl')
feels : (12, 'vbz')
regime : (12, 'nn')
latin : (12, 'np')
risk : (12, 'vb')
appear : (12, 'vb')
royal : (12, 'np')
recognized : (12, 'vbd')
advantage : (12, 'nn')
speaking : (12, 'nn')
list : (12, 'nn')
enterprise : (12, 'nn')
difference : (12, 'nn')
proud : (12, 'jj')
seeking : (12, 'vbg')
judgment : (12, 'nn-tl')
taste : (12, 'nn-tl')
ave. : (12, 'nn-tl')
planned : (12, 'vbn-hl')
unless : (12, 'cs')
leaving : (12, 'vbg')
paul : (12, 'np')
usual : (12, 'jj')
touch : (12, 'vb')
agencies : (12, 'nns-tl')
officer : (12, 'nn-hl')
native : (12, 'jj')
recorded : (12, 'vbd')
enjoy : (12, 'vb')
sort : (12, 'nn')
extra : (12, 'ql')
spending : (12, 'nn')
claim : (12, 'vb')
samuel : (12, 'np')
apartment : (12, 'nn-tl')
killed : (12, 'vbd')
memorial : (12, 'jj-tl')
bargaining : (12, 'vbg')
threat : (12, 'nn-hl')
graduate : (12, 'vb')
everybody : (12, 'pn')
everyone : (12, 'pn')
no. : (12, 'nn-tl')
al : (12, 'fw-at-hl')
talking : (12, 'vbg')
homer : (12, 'nn-hl')
wild : (12, 'jj-tl')
champion : (12, 'nn-tl')
unfortunately : (12, 'rb')
flight : (12, 'nn')
plane : (12, 'nn')
missed : (12, 'vbn')
i've : (12, 'ppss+hv')
gained : (12, 'vbn')
showed : (12, 'vbn')
lane : (12, 'np')
giants : (12, 'nns')
mickey : (12, 'np')
metropolitan : (12, 'jj')
gold : (12, 'nn-tl')
below : (12, 'rb')
nice : (12, 'np')
fell : (12, 'vbd')
supply : (12, 'nn-tl')
shape : (12, 'vb')
anywhere : (12, 'rb-tl')
rare : (12, 'jj')
talent : (12, 'nn')
buy : (12, 'vb')
welcome : (12, 'nn')
watching : (12, 'nn')
abroad : (12, 'rb-hl')
sale : (12, 'nn')
queen : (12, 'nn-hl')
advanced : (12, 'vbd')
electric : (12, 'nn-tl')
create : (12, 'vb')
moments : (12, 'nns-hl')
dealers : (12, 'nns')
autumn : (12, 'nn')
obviously : (12, 'rb')
classic : (12, 'nn')
khrushchev's : (12, 'np$')
russians : (12, 'nps-hl')
academic : (12, 'nn')
theory : (12, 'nn')
forgive : (12, 'vb')
pleasant : (12, 'jj-hl')
trujillo : (12, 'np-hl')
sides : (12, 'nns')
sansom : (12, 'np')
investigation : (11, 'nn-tl')
thanks : (11, 'nns-hl')
size : (11, 'vb')
combined : (11, 'vbd')
lacking : (11, 'vbg-hl')
granted : (11, 'vbn')
nevertheless : (11, 'rb')
permit : (11, 'nn')
career : (11, 'nn')
allowed : (11, 'vbn')
heavily : (11, 'ql')
pointed : (11, 'vbn')
rejected : (11, 'vbn')
jackson : (11, 'np-hl')
opposed : (11, 'vbd')
customers : (11, 'nns')
reduced : (11, 'vbd')
expects : (11, 'vbz')
accept : (11, 'vb')
selected : (11, 'vbd')
feb. : (11, 'np-hl')
ended : (11, 'vbd-tl')
mostly : (11, 'rb-hl')
educational : (11, 'jj-hl')
senior : (11, 'nn')
o. : (11, 'np-tl')
causes : (11, 'nns-hl')
unity : (11, 'nn-tl')
projects : (11, 'nns-tl')
obtained : (11, 'vbd')
ruled : (11, 'vbn')
capitol : (11, 'nn')
21 : (11, 'cd')
initial : (11, 'jj')
connection : (11, 'nn-hl')
advance : (11, 'jj')
closer : (11, 'rbr')
fewer : (11, 'jjr')
events : (11, 'nns')
gain : (11, 'vb')
remove : (11, 'vb')
response : (11, 'nn')
asia : (11, 'np')
neighbors : (11, 'nns')
ideas : (11, 'nns')
prince : (11, 'nn')
gradually : (11, 'rb')
juvenile : (11, 'nn')
supported : (11, 'vbd')
residents : (11, 'nns')
headquarters : (11, 'nn')
trucks : (11, 'nns-hl')
enemy : (11, 'nn')
review : (11, 'nn-tl')
fellow : (11, 'nn')
goal : (11, 'nn')
sixth : (11, 'od-tl')
women's : (11, 'nns$')
clubs : (11, 'nns-tl')
stopped : (11, 'vbn')
attractive : (11, 'jj')
motor : (11, 'nn-tl')
challenge : (11, 'vb')
spend : (11, 'vb')
appeals : (11, 'nns-tl')
looking : (11, 'vbg')
calling : (11, 'vbg')
i'll : (11, 'ppss+md')
terms : (11, 'nns')
bigger : (11, 'jjr')
biggest : (11, 'jjt')
1954 : (11, 'cd-hl')
advertising : (11, 'nn')
pennsylvania : (11, 'np')
weather : (11, 'nn-tl')
easy : (11, 'jj')
block : (11, 'vb')
watch : (11, 'nn')
guard : (11, 'vb')
mississippi : (11, 'np-hl')
barnett : (11, 'np')
integration : (11, 'nn')
expenses : (11, 'nns')
avoid : (11, 'vb')
city's : (11, 'nn$-tl')
raise : (11, 'nn')
formerly : (11, 'rb')
corporation : (11, 'nn-tl')
develop : (11, 'vb')
products : (11, 'nns')
whatever : (11, 'wdt')
faith : (11, 'nn')
orioles : (11, 'nns-tl')
entered : (11, 'vbn')
performed : (11, 'vbd')
pair : (11, 'nn')
carrying : (11, 'vbg')
grace : (11, 'np')
franklin : (11, 'np-tl')
moritz : (11, 'np')
brilliant : (11, 'jj')
denver : (11, 'np-tl')
bears : (11, 'vbz')
walked : (11, 'vbn')
writer : (11, 'nn-tl')
accomplished : (11, 'vbd')
golden : (11, 'jj-hl')
masters : (11, 'nns')
soft : (11, 'jj')
warwick : (11, 'np')
friend : (11, 'np')
they're : (11, 'ppss+ber')
bride : (11, 'nn-tl')
sing : (11, 'vb-tl')
mentioned : (11, 'vbd')
staged : (11, 'vbd')
plenty : (11, 'ap')
furniture : (11, 'nn')
hills : (11, 'nns-hl')
taylor : (11, 'np-tl')
dress : (11, 'vb')
commissioners : (11, 'nns-tl')
snow : (11, 'nn-tl')
missile : (11, 'nn')
handicapped : (11, 'vbn-hl')
competition : (11, 'nn')
wilson : (11, 'np-hl')
hillsboro : (11, 'np-hl')
farmers : (11, 'nns')
otherwise : (11, 'rb')
remain : (11, 'vb-hl')
complex : (11, 'nn')
improvement : (11, 'nn')
pattern : (11, 'nn')
material : (11, 'nn')
pictures : (11, 'nns')
physical : (11, 'jj')
travel : (11, 'vb')
adequate : (11, 'jj')
author : (11, 'nn')
convinced : (11, 'vbn')
broad : (11, 'jj')
wonder : (11, 'nn')
communication : (11, 'nn')
fought : (11, 'vbd')
beethoven : (11, 'np-tl')
unk : (10, 'vbn')
recommended : (10, 'vbn')
accepted : (10, 'vbn-tl')
achieve : (10, 'vb')
steps : (10, 'nns')
items : (10, 'nns')
appointed : (10, 'vbd')
jail : (10, 'nn-hl')
enter : (10, 'vb')
governor's : (10, 'nn$-tl')
wind : (10, 'nn-tl')
approved : (10, 'vbn')
roads : (10, 'nns-tl')
constitutional : (10, 'jj')
votes : (10, 'vbz')
promised : (10, 'vbn')
bankers : (10, 'nns-tl')
considerably : (10, 'ql')
passage : (10, 'nn')
conservative : (10, 'nn')
anticipated : (10, 'vbd')
republic : (10, 'nn')
impossible : (10, 'jj')
argued : (10, 'vbn')
residential : (10, 'jj-tl')
capital : (10, 'nn-tl')
we're : (10, 'ppss+ber')
favorable : (10, 'jj')
acts : (10, 'nns')
representatives : (10, 'nns-tl')
providing : (10, 'cs')
learning : (10, 'nn')
teachers : (10, 'nns-tl')
forced : (10, 'vbd')
defendants : (10, 'nns')
individuals : (10, 'nns')
noted : (10, 'vbn-hl')
hospitals : (10, 'nns')
rising : (10, 'vbg')
reaction : (10, 'nn-hl')
nato : (10, 'nn')
un : (10, 'np-tl')
impression : (10, 'nn')
entirely : (10, 'ql')
conventional : (10, 'jj')
laid : (10, 'vbd')
table : (10, 'nn')
attacks : (10, 'vbz-hl')
attending : (10, 'vbg')
errors : (10, 'nns-hl')
coalition : (10, 'nn')
cuban : (10, 'np')
emphasis : (10, 'nn')
pro-western : (10, 'jj')
trend : (10, 'nn')
communities : (10, 'nns')
hawksley : (10, 'np')
state's : (10, 'nn$')
foods : (10, 'nns')
product : (10, 'nn')
manufacturers : (10, 'nns')
caught : (10, 'vbd')
engaged : (10, 'vbn')
assured : (10, 'vbd')
spoke : (10, 'vbd')
established : (10, 'vbd')
units : (10, 'nns')
debut : (10, 'nn')
we'll : (10, 'ppss+md')
liberal : (10, 'nn')
signs : (10, 'nns')
comment : (10, 'vb')
talks : (10, 'vbz')
16 : (10, 'cd-hl')
novel : (10, 'jj')
reader : (10, 'nn')
carried : (10, 'vbn')
happen : (10, 'vb')
panel : (10, 'nn')
pace : (10, 'nn-hl')
december : (10, 'np')
theme : (10, 'nn')
recovery : (10, 'nn-tl')
apartments : (10, 'nns-hl')
active : (10, 'jj')
join : (10, 'vb')
ralph : (10, 'np')
somebody : (10, 'pn-hl')
lots : (10, 'nns')
brandt : (10, 'np')
contest : (10, 'nn')
ninth : (10, 'od-tl')
fifth : (10, 'od-tl')
possibly : (10, 'rb')
batting : (10, 'vbg')
hansen : (10, 'np')
signed : (10, 'vbn')
improved : (10, 'vbd')
surprise : (10, 'jj')
arrived : (10, 'vbn')
bright : (10, 'jj-tl-hl')
sox : (10, 'nps')
halfback : (10, 'nn')
injury : (10, 'nn')
ordered : (10, 'vbd')
dark : (10, 'jj-tl-hl')
world's : (10, 'nn$')
mad : (10, 'jj-tl')
mays : (10, 'np')
remarkable : (10, 'jj')
hitting : (10, 'vbg-hl')
skorich : (10, 'np')
van : (10, 'np')
i. : (10, 'np')
amateur : (10, 'nn-tl')
shots : (10, 'nns')
strings : (10, 'nns-hl')
thereby : (10, 'rb')
contribution : (10, 'nn-tl')
winter : (10, 'nn')
peter : (10, 'np')
wedding : (10, 'nn')
publicity : (10, 'nn')
shelters : (10, 'nns-hl')
favorite : (10, 'jj')
mail : (10, 'nn-hl')
jean : (10, 'np')
alfred : (10, 'np')
prospects : (10, 'nns')
display : (10, 'vb')
rose : (10, 'nn-tl')
exhibit : (10, 'vb')
dances : (10, 'nns-tl')
negroes : (10, 'nps')
recording : (10, 'vbg-tl')
supplies : (10, 'vbz')
enjoyed : (10, 'vbd')
harbor : (10, 'vb')
warm : (10, 'vb')
designs : (10, 'nns')
design : (10, 'nn-tl')
express : (10, 'jj')
funeral : (10, 'nn-hl')
collected : (10, 'vbd')
properly : (10, 'rb')
institution : (10, 'nn')
intellectual : (10, 'nn-nc')
expressway : (10, 'nn-hl')
suggest : (10, 'vb')
considerable : (10, 'jj')
collective : (10, 'jj')
youngsters : (10, 'nns-hl')
impact : (10, 'nn')
oil : (10, 'nn-tl')
huff : (10, 'np')
yield : (10, 'vb')
domestic : (10, 'jj')
closing : (10, 'nn')
museum : (10, 'nn')
meat : (10, 'nn-hl')
truly : (10, 'ql')
drums : (10, 'nns')
elsewhere : (10, 'nn')
pianist : (10, 'nn')
protection : (10, 'nn')
holmes : (10, 'np')
generations : (10, 'nns')
maxwell : (10, 'np-hl')
voices : (10, 'nns-hl')
stereo : (10, 'nn')
veterans : (10, 'nns-tl')
hart : (10, 'np-tl')
megatons : (10, 'nns')
marshal : (10, 'nn-tl')
larkin : (10, 'np')
composer : (10, 'nn')
superior : (9, 'jj')
allen : (9, 'np')
georgia's : (9, 'np$')
actions : (9, 'nns')
management : (9, 'nn')
1962 : (9, 'cd')
voting : (9, 'nn')
obtain : (9, 'vb')
ballot : (9, 'nn')
notice : (9, 'vb')
details : (9, 'nns')
fully : (9, 'ql')
superintendent : (9, 'nn')
drop : (9, 'vb')
deficit : (9, 'nn-hl')
31 : (9, 'cd-tl')
stocks : (9, 'nns-hl')
obligations : (9, 'nns-hl')
sherman : (9, 'np-tl')
establish : (9, 'vb')
harris : (9, 'np-hl')
